NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD;CODIGO
Lateral Av. ENSANCHE DE VALLECAS;Real de Arganda-Avenida de las Suertes;Real de Arganda;04/10/2018;11/10/2018;40,37625;-3,61433;18011979
Lateral Av. ENSANCHE DE VALLECAS;Real de Arganda-Avenida de las Suertes;Avenida de las Suertes;04/10/2018;11/10/2018;40,37612;-3,61492;18011980
Central Av. ENSANCHE DE VALLECAS;Fernando Chueca Goitia-Gran Via del Sureste;Gran Via del Sureste;01/08/2018;08/08/2018;40,3607;-3,593523;18013417
 C. Pirotecnia;Gran V¡a del Este-Calle Ahumaos;Calle Ahumaos;19/02/2018;26/02/2018;40,39815;-3,59837;19011088
 C. Pirotecnia;Gran V¡a del Este-Calle Ahumaos;Gran V¡a del Este;19/02/2018;26/02/2018;40,39815;-3,59837;19011089
 C. SAN CIPRIANO;Lago Leman-Jardin de La Duquesa;Jardin de La Duquesa;28/06/2018;05/07/2018;40,40407;-3,60475;19011106
 C. SAN CIPRIANO;Lago Leman-Jardin de La Duquesa;Lago Leman;28/06/2018;05/07/2018;40,40407;-3,60475;19011107
  Bulevar Indalecio Prieto;C MOCETES-C DE LOS PINILLAS;C DE LOS PINILLAS;19/02/2018;26/02/2018;40,39858;-3,62195;19011755
  Bulevar Indalecio Prieto;C MOCETES-C DE LOS PINILLAS;C DE LOS PINILLAS;19/02/2018;26/02/2018;40,39858;-3,62195;19011756
 C. ALCALA;Albarracin-Pastrana;Albarracion;16/11/2018;23/11/2018;40,43876;-3,6347;20010097
 C. ALCALA;Miguel Yuste-San Romualdo;Miguel Yuste;16/11/2018;23/11/2018;40,44136;-3,62473;20010120
 C. ALCALA;Miguel Yuste-San Romualdo;San Romualdo;16/11/2018;23/11/2018;40,44142;-3,62489;20010121
 C. JULIAN CAMARILLO;Hermanos Garcia Noblejas-Albarracin;Albarracin;20/11/2018;27/11/2018;40,43384;-3,63249;20010550
 C. JULIAN CAMARILLO;Hermanos Garcia Noblejas-Albarracin;Hermanos Garcia Noblejas;20/11/2018;27/11/2018;40,43384;-3,63249;20010551
 C. JULIAN CAMARILLO;San Romualdo-Cronos;San Romualdo;20/11/2018;27/11/2018;40,43728;-3,62051;20010552
 C. JULIAN CAMARILLO;San Romualdo-Cronos;Cronos;20/11/2018;27/11/2018;40,43731;-3,62069;20010553
 C. JULIAN CAMARILLO;Santa Leonor-Alfonso Gomez;Santa Leonor;20/11/2018;27/11/2018;40,43498;-3,62743;20010554
 C. JULIAN CAMARILLO;Santa Leonor-Alfonso Gomez;Alfonso Gomez;04/12/2018;11/12/2018;40,43507;-3,62754;20010555
 C. SAN ROMUALDO;Albasanz-Julian Camarillo;Albasanz;16/11/2018;23/11/2018;40,43751;-3,62117;20010791
 C. SAN ROMUALDO;Albasanz-Julian Camarillo;Julian Camarillo;16/11/2018;23/11/2018;40,43751;-3,62117;20010792
Lateral C. SAN ROMUALDO;Albasanz-Julian Camarillo;Albasanz;16/11/2018;23/11/2018;40,43757;-3,62098;20010793
 C. ALCALA;Rufino Gonzalez-Valentin Beato;Rufino Gonzalez;21/11/2018;28/11/2018;40,44066;-3,62721;20011163
 C. ALCALA;Rufino Gonzalez-Valentin Beato;Valentin Beato;21/11/2018;28/11/2018;40,44063;-3,62723;20011164
C. ALBASANZ;Santa Leonor-Alfonso Gomez;Santa Leonor;18/04/2018;25/04/2018;40,43718;-3,62846;20011620
C. ALBASANZ;Santa Leonor-Alfonso Gomez;Alfonso Gomez;18/04/2018;25/04/2018;40,43718;-3,62846;20011621
 C. INOCENTA DE MESA;Cronos (Pz.)-Canillejas a Vicalvaro;Canillejas a Vicalvaro;20/11/2018;27/11/2018;40,44021;-3,61816;20012109
 C. INOCENTA DE MESA;Cronos (Pz.)-Canillejas a Vicalvaro;Cronos (Pz.);20/11/2018;27/11/2018;40,44021;-3,61816;20012110
 Av. ARCENTALES;Hermanos Garcia Noblejas-Ajofrin;Ajofrin;15/11/2018;22/11/2018;40,42523;-3,62721;20030048
 Av. ARCENTALES;Hermanos Garcia Noblejas-Ajofrin;Hermanos Garcia Noblejas;15/11/2018;22/11/2018;40,42523;-3,62721;20030049
 Av. CANILLEJAS A VICALVARO M-602;Aquitania-Versalles;Aquitania;16/11/2018;23/11/2018;40,42064;-3,61128;20040217
 Av. CANILLEJAS A VICALVARO M-602;Aquitania-Versalles;Versalles;16/11/2018;23/11/2018;40,42064;-3,61128;20040218
 C. POBLADURA DEL VALLE;Ajofrin-Amposta;Ajofrin;15/11/2018;22/11/2018;40,42436;-3,62126;20042353
 C. POBLADURA DEL VALLE;Ajofrin-Amposta;Amposta;15/11/2018;22/11/2018;40,42436;-3,62126;20042354
 Av. ARCENTALES;Avenida de Canillejas a Vicalvaro-Plaza de Grecia;Plaza de Grecia;16/11/2018;23/11/2018;40,43478;-3,61115;20050046
 Av. ARCENTALES;Avenida de Canillejas a Vicalvaro-Plaza de Grecia;Avenida de Canillejas a Vicalvaro;16/11/2018;23/11/2018;40,43478;-3,61115;20050047
 Av. GUADALAJARA;Avenida Canillejas a Vicalvaro-Paseo Ginebra;Avenida Canillejas a Vicalvaro;19/11/2018;26/11/2018;40,42361;-3,60853;20050481
 Av. GUADALAJARA;Avenida Canillejas a Vicalvaro-Paseo Ginebra;Paseo Ginebra;19/11/2018;26/11/2018;40,42372;-3,60838;20050482
 Av. NIZA;Manchester-Belgica;Manchester;19/11/2018;26/11/2018;40,42902;-3,60683;20051076
 Av. NIZA;Manchester-Belgica;Belgica;19/11/2018;26/11/2018;40,42891;-3,60694;20051077
 C. SUECIA;Belgica-Manchester;Belgica;21/11/2018;28/11/2018;40,42924;-3,60516;20051114
 C. SUECIA;Belgica-Manchester;Manchester;21/11/2018;28/11/2018;40,42911;-3,60543;20051115
Av. LUIS ARAGONES(Arcentales);Mequinenza-Plaza Grecia;Plaza Grecia;15/02/2018;23/02/2018;40,4381;-3,60345;20052166
Av. LUIS ARAGONES(Arcentales);Mequinenza-Plaza Grecia;Mequinenza;15/02/2018;23/02/2018;40,4381;-3,60345;20052167
C. ALCALA;La Raza-Avenida de Jaca;La Raza;31/01/2018;07/02/2018;40,44721;-3,61125;20070118
 C. ALCALA;La Raza-Avenida de Jaca;Avenida de Jaca;21/11/2018;28/11/2018;40,44726;-3,61133;20070119
 C. ALCALA;Rodriguez Ayuso-Av. de Canillejas a Vicalvaro;Rodriguez Ayuso;21/11/2018;28/11/2018;40,44399;-3,61613;20070122
 Av. CANILLEJAS A VICALVARO M-602;Circe-Canal de la Mancha;Circe;20/11/2018;27/11/2018;40,44009;-3,61489;20070219
 Av. CANILLEJAS A VICALVARO M-602;Circe-Canal de la Mancha;Canal del Bosforo;20/11/2018;27/11/2018;40,44009;-3,61489;20070220
 C. GUTIERREZ CANALES;Alcala-Rafael de la Hoz;Alcala;29/11/2018;06/12/2018;40,44682;-3,61284;20072075
 C. GUTIERREZ CANALES;Alcala-Rafael de la Hoz;Rafael de la Hoz;29/11/2018;06/12/2018;40,44694;-3,61297;20072076
 C. ALCALA;Albarracin-Pastrana;Pastrana;22/11/2018;29/11/2018;40,43879;-3,63472;20080098
 C. JOSEFA VALCARCEL;General Aranaz-Juan Rizi;Juan Rizi;20/11/2018;27/11/2018;40,44873;-3,64019;20080541
 C. MARQUESADO DE SANTA MARTA;Ricardo Velazquez Bosco (Gt¦.)-Fernando Mijares;Fernando Mijares;22/11/2018;29/11/2018;40,44775;-3,62313;20081064
 C. MARQUESADO DE SANTA MARTA;Ricardo Velazquez Bosco (Gt¦.)-Fernando Mijares;Ricardo Velazquez Bosco (Gt¦.);18/04/2018;25/04/2018;40,44771;-3,62329;20081065
 Av. VEINTICINCO DE SEPTIEMBRE;Alcala-Glorieta Ricardo Velazquez Bosco;Glorieta Ricardo Velazquez Bosco;22/11/2018;29/11/2018;40,44428;-3,62496;20081118
 Av. VEINTICINCO DE SEPTIEMBRE;Alcala-Glorieta Ricardo Velazquez Bosco;Alcala;22/11/2018;29/11/2018;40,44428;-3,62496;20081119
 C. JUAN RIZI;Glorieta Francisco de las Cabezas-Josefa Valcarcel;Glorieta Francisco de las Cabezas;22/11/2018;29/11/2018;40,4477;-3,637;20082142
 C. JUAN RIZI;Glorieta Francisco de las Cabezas-Josefa Valcarcel;Josefa Valcarcel;22/11/2018;29/11/2018;40,4477;-3,637;20082143
 C. TAMPICO;Puerto de Vallarta-Iquitos;Puerto de Vallarta;21/11/2018;28/11/2018;40,44089;-3,63286;20082552
 C. TAMPICO;Puerto de Vallarta-Iquitos;Iquitos;21/11/2018;28/11/2018;40,44086;-3,63288;20082553
 C. TAMPICO;Tumaco-Plaza Barbados;Tumaco;21/11/2018;28/11/2018;40,44463;-3,63535;20082556
 C. TAMPICO;Tumaco-Plaza Barbados;Plaza Barbados;05/12/2018;12/12/2018;40,44472;-3,63551;20082557
 Pte. FELIPE JUVARA;Glorieta Ricardo Velázquez Bosco-Glorieta Yucatán;Glorieta Ricardo Velázquez Bosco;23/11/2018;30/11/2018;40,44951667;-3,6263;20082954
 Pte. FELIPE JUVARA;Glorieta Ricardo Velázquez Bosco-Glorieta Yucatán;Glorieta Yucatán;23/11/2018;30/11/2018;40,44951667;-3,6263;20082955
Avd.DEL MAYORAZGO (Frente al Burguer King);Castejón de Henares-Bulevar de la Naturaleza;Castejón de Henares;02/03/2018;09/03/2018;40,370048;-3,631694;2018_100
Avd.DEL MAYORAZGO (Frente al Burguer King);Castejón de Henares-Bulevar de la Naturaleza;Bulevar de la Naturaleza;02/03/2018;09/03/2018;40,369889;-3,631915;2018_101
C.SAN CIPRIANO;Lago Sanabria-Pº de los Artilleros;Lago Sanabria;09/03/2018;16/03/2018;40,404206;-3,608758;2018_102
C.SAN CIPRIANO;Lago Sanabria-Pº de los Artilleros;Pº de los Artilleros;02/03/2018;09/03/2018;40,404257;-3,608786;2018_103
Avd.SANTUARIO DE VALVERDE;Avd de Montecarmelo-Monasterio de Caaveiro;Avd de Montecarmelo;13/03/2018;20/03/2018;40,506097;-3,698376;2018_104
Avd.SANTUARIO DE VALVERDE;Avd de Montecarmelo-Monasterio de Caaveiro;Monasterio de Caaveiro;02/03/2018;09/03/2018;40,506097;-3,698376;2018_105
C.ANTONIO LEYVA;Navahonda-Manuel Canales;Navahonda;27/02/2018;06/03/2018;40,39298;-3,3715201;2018_106
C.ANTONIO LEYVA;Navahonda-Manuel Canales;Manuel Canales;27/02/2018;06/03/2018;40,39298;-3,37152;2018_107
Vía LUSITANA;Faro-Pza de Coimbra;Faro;28/02/2018;07/03/2018;40,381255;-3,725002;2018_108
Vía LUSITANA;Faro-Pza de Coimbra;Pza de Coimbra;28/02/2018;07/03/2018;40,381202;-3,724988;2018_109
Avd.TALGO;Clínica IVI-Ctra. De Húmera;Clínica IVI;13/02/2018;20/02/2018;40,447322;-3,77744;2018_10
C.MARCELO USERA;Ramón Luján-Amor Hermoso;Ramón Luján;27/02/2018;06/03/2018;40,386033;-3,704388;2018_110
C.MARCELO USERA;Ramón Luján-Amor Hermoso;Amor Hermoso;27/02/2018;06/03/2018;40,38603;-3,70439;2018_111
Ronda DEL SUR;Villarta-Bohonal;Villarta;28/02/2018;07/03/2018;40,378453;-3,675829;2018_112
Ronda DEL SUR;Villarta-Bohonal;Bohonal;28/02/2018;07/03/2018;40,37845;-3,67583;2018_113
C. JOSÉ DEL HIERRO;Virgen del Sagrario-Emilio Gastesi Fernández;Virgen del Sagrario;01/03/2018;08/03/2018;40,437166;-3,648512;2018_114
C. JOSÉ DEL HIERRO;Virgen del Sagrario-Emilio Gastesi Fernández;Emilio Gastesi Fernández;01/03/2018;08/03/2018;40,437076;-3,64848;2018_115
Ctra.VILLAVERDE A VALLECAS;María Callas-Diamante;María Callas;28/02/2018;07/03/2018;40,354749;-3,688338;2018_116
Ctra.VILLAVERDE A VALLECAS;María Callas-Diamante;Diamante;28/02/2018;07/03/2018;40,354598;-3,688407;2018_117
C.EDUARDO BARREIROS;Corte del Faraón-La del Soto del Parral;Corte del Faraón;06/03/2018;13/03/2018;40,361118;-3,700979;2018_118
C.EDUARDO BARREIROS;Corte del Faraón-La del Soto del Parral;La del Soto del Parral;06/03/2018;13/03/2018;40,361374;-3,700966;2018_119
Avd.TALGO;Clínica IVI-Ctra. De Húmera;Ctra. De Húmera;13/02/2018;20/02/2018;40,447231;-3,777515;2018_11
C.REAL DE ARGANDA;Avd del Ensanche de Vallecas-Rayo Vallecano de Madrid;Avd del Ensanche de Vallecas;07/03/2018;14/03/2018;40,379356;-3,611738;2018_120
C.REAL DE ARGANDA;Avd del Ensanche de Vallecas-Rayo Vallecano de Madrid;Rayo Vallecano de Madrid;07/03/2018;14/03/2018;40,37936;-3,61174;2018_121
Bulevar INDALECIO PRIETO (Nº 24);La Raya-Bulevar Indalecio Prieto;La Raya;14/03/2018;21/03/2018;40,400327;-3,621587;2018_122
Bulevar INDALECIO PRIETO (Nº 24);La Raya-Bulevar Indalecio Prieto;Bulevar Indalecio Prieto;07/03/2018;14/03/2018;40,400327;-3,621587;2018_123
Avd.LOGROÑO;Jardines de Aranjuez-M-40;Jardines de Aranjuez;07/03/2018;14/03/2018;40,453674;-3,604197;2018_124
Avd.LOGROÑO;Jardines de Aranjuez-M-40;M-40;07/03/2018;14/03/2018;40,453712;-3,604342;2018_125
Vía DUBLÍN;Amsterdam-Pº de las Doce Estrellas;Amsterdam;06/03/2018;13/03/2018;40,461843;-3,614355;2018_126
Vía DUBLÍN;Amsterdam-Pº de las Doce Estrellas;Pº de las Doce Estrellas;06/03/2018;13/03/2018;40,461799;-3,614441;2018_127
C.PLOMO;Granito-Bolivar;Granito;09/03/2018;16/03/2018;40,392944;-3,690112;2018_128
C.PLOMO;Granito-Bolivar;Bolivar;09/03/2018;16/03/2018;40,392944;-3,690112;2018_129
Avd.TALGO;Avd. del Talgo-Clínica IVI;Avd. del Talgo;14/02/2018;21/02/2018;40,4470561;-3,7800465;2018_12
C.HIERRO;Granito-Bolivar;Bolivar;16/03/2018;23/03/2018;40,392279;-3,691476;2018_130
C.PLOMO;Rodio-Antracita;Rodio;04/04/2018;11/04/2018;40,391359;-3,689556;2018_132_133
C.HIERRO;Rodio-Antracita;Antracita;04/04/2018;11/04/2018;40,391659;-3,691203;2018_134_135
C.RODIO;Plomo-Hierro;Hierro;20/03/2018;27/03/2018;40,391232;-3,690048;2018_136_137
C. LA SALLE;Avd de Valdemarín-Ganímedes;Avd de Valdemarín;27/02/2018;06/03/2018;40,467952;-3,786333;2018_138
C. LA SALLE;Avd de Valdemarín-Ganímedes;Ganímedes;27/02/2018;06/03/2018;40,46795;-3,78633;2018_139
Avd.TALGO;Avd. del Talgo-Clínica IVI;Clínica IVI;14/02/2018;21/02/2018;40,44706;-3,7800465;2018_13
C. LA SALLE;Ganímedes-Blanca de Castilla;Ganímedes;28/02/2018;07/03/2018;40,466294;-3,78354;2018_140
C. LA SALLE;Ganímedes-Blanca de Castilla;Blanca de Castilla;08/03/2018;15/03/2018;40,466197;-3,783631;2018_141
C.SANTA ENGRACIA;Españoleto-General Arrando;Españoleto;06/03/2018;13/03/2018;40,431162;-3,697055;2018_142
C.SANTA ENGRACIA;Españoleto-General Arrando;General Arrando;06/03/2018;13/03/2018;40,431654;-3,697384;2018_143
C.SANTA ENGRACIA;Pza de Chamberí-Rafael Calvo;Rafael Calvo;06/03/2018;13/03/2018;40,433339;-3,698222;2018_144
C.SANTA ENGRACIA;Viriato-García de Paredes;García de Paredes;06/03/2018;13/03/2018;40,436322;-3,699312;2018_145
C.SANTA ENGRACIA;Pza del Descubridor Diego de Ordás-Ríos Rosas;Ríos Rosas;08/03/2018;15/03/2018;40,441258;-3,701484;2018_146
C.SANTA ENGRACIA;Ríos Rosas-Cristóbal Bordiú;Cristóbal Bordiú;08/03/2018;15/03/2018;40,442541;-3,702114;2018_147
Avd. NICETO ALCALÁ ZAMORA;Avd de Fco. Pi y Margall-Pintor Antonio Saura;Avd de Fco. Pi y Margall;07/03/2018;14/03/2018;40,484863;-3,647364;2018_148_149
Avd.TALGO;Golondrina-Avd. del Talgo;Golondrina;14/02/2018;21/02/2018;40,4471618;-3,7844102;2018_14
Avd. NICETO ALCALÁ ZAMORA;Avd de Fco. Pi y Margall-Pintor Antonio Saura;Pintor Antonio Saura;07/03/2018;14/03/2018;40,484707;-3,647698;2018_150_151
C. PICO ESPIGÜETE;Sierra de Guadalupe-Javier de Burgos;Javier de Burgos;15/03/2018;22/03/2018;40,38077;-3,622687;2018_152_153
C. LUNA;San Roque-Corredera Baja de San Pablo;Corredera Baja de San Pablo;20/03/2018;27/03/2018;40,421768;-3,70536;2018_154_155
C. PRÍNCIPE DE VERGARA;López de Hoyos-Francisco Silvela;Francisco Silvela;03/04/2018;10/04/2018;40,439795;-3,678589;2018_156
 C. DOCTOR TOLOSA LATOUR;Avenida de Cordoba-Ciudad Sanitaria 12 Octubre;Avenida de Cordoba;09/04/2018;16/04/2018;40,37955;-3,69732;2018_157_158
C.ARGANDA;Pº del Doctor Vallejo Nágera-Gargantilla;Gargantilla;09/04/2018;16/04/2018;40,399806;-3,705825;2018_159_160
Avd.TALGO;Golondrina-Avd. del Talgo;Avd. del Talgo;14/02/2018;21/02/2018;40,4471618;-3,7844102;2018_15
C.ARGANDA;Pº del Doctor Vallejo Nágera-Gargantilla;Gargantilla;09/04/2018;16/04/2018;40,399806;-3,705825;2018_161_162
Avd.CAMPO DE CALATRAVA;Cueva de Montesinos-Ronda del Caballero de la Mancha;Ronda del Caballero de la Mancha;09/04/2018;16/04/2018;40,500539;-3,691911;2018_163_164
Avd.CAMPO DE CALATRAVA;Pza Tres Olivos-Ronda del Ingenioso Hidalgo;Pza Tres Olivos;23/04/2018;30/04/2018;40,500596;-3,691199;2018_165_166
Avd.CAMPO DE CALATRAVA;Pza Tres Olivos-Ronda del Ingenioso Hidalgo;Ronda del Ingenioso Hidalgo;17/04/2018;24/04/2018;40,500629;-3,691073;2018_167_168
Lateral C. BAILEN;Mayor-Requena;Requena;04/05/2018;11/05/2018;40,4157;-3,71335;2018_169_170
Avd.TALGO;Cerro de Valdecahonde-Golondrina;Cerro de Valdecahonde;13/02/2018;20/02/2018;40,447524;-3,787598;2018_16
C.LOS YÉBENES;Valmojado-Camarena;Camarena;04/05/2018;11/05/2018;40,397178;-3,754874;2018_171_172
C.MARÍA TERESA ROBLEDO;Av de Palomeras-Javier de Miguel;Av de Palomeras;23/04/2018;30/04/2018;40,388084;-3,657776;2018_173
C.PUERTO DE COSTABONA;Javier de Miguel-Puerto del Milagro;Puerto del Milagro;23/04/2018;30/04/2018;40,385203;-3,658941;2018_174
C. PANDO;REYES AIZQUIBEL-ALBERDI;Reyes Aizquibel;07/05/2018;14/05/2018;40,468783;-3,706899;2018_175
C. ALBERDI;PANDO-CAPITAN BLANCO ARGIBAY;CAPITAN BLANCO ARGIBAY;07/05/2018;14/05/2018;40,468235;-3,70704;2018_176
C. FELIPE MORA;SORGO-ALBERDI;ALBERDI;07/05/2018;14/05/2018;40,467417;-3,707163;2018_177
C. SORGO, 39;FELIPE MORA-CAPITAN BLANCO ARGIBAY;CAPITAN BLANCO ARGIBAY;07/05/2018;14/05/2018;40,467604;-3,70642;2018_178
C. CANTUESO;AGAVE-SORGO;SOROGO;07/05/2018;14/05/2018;40,466374;-3,706246;2018_179
Avd.TALGO;Cerro de Valdecahonde-Golondrina;Golondrina;13/02/2018;20/02/2018;40,447273;-3,787597;2018_17
C.MELÉNDEZ VALDÉS;Gaztambide-Andrés Mellado;Andrés Mellado;14/05/2018;21/05/2018;40,433288;-3,715245;2018_180
C.MELÉNDEZ VALDÉS;Galileo-Vallehermos;Vallehermoso;14/05/2018;21/05/2018;40,432998;-3,70958;2018_181
C.MESÓN DE PAREDES;Abades-Oso;Oso;18/05/2018;25/05/2018;40,409947;-3,703869;2018_182_183
C.MESÓN DE PAREDES;Provisiones-Miguel Servet;Miguel Servet;14/05/2018;21/05/2018;40,406884;-3,701959;2018_184_185
C.ISLA DE OZA;Isidro Dompablo-Isla de Nelson;Isidro Dompablo;21/05/2018;28/05/2018;40,464587;-3,723608;2018_186
C.FUENTE CARRANTONA;Pz de Alsacia-Av de Daroca;Pz de Alsacia;21/05/2018;28/05/2018;40,417771;-3,625152;2018_187
C.FUENTE CARRANTONA;Pz de Alsacia-Av de Daroca;Av de Daroca;21/05/2018;28/05/2018;40,417426;-3,626033;2018_188
C.FUENTE CARRANTONA;Doctor García Tapia-Villaconejos;Doctor García Tapia;21/05/2018;28/05/2018;40,409814;-3,63014;2018_189
C.FUENTE CARRANTONA;Doctor García Tapia-Villaconejos;Villaconejos;21/05/2018;28/05/2018;40,410445;-3,630151;2018_190
C.FUENTE CARRANTONA;Laguna Negra-Luis de Hoyos Sainz;Laguna Negra;21/05/2018;28/05/2018;40,404996;-3,633022;2018_191
C.FUENTE CARRANTONA;Laguna Negra-Luis de Hoyos Sainz;Luis de Hoyos Sainz;21/05/2018;28/05/2018;40,405351;-3,633606;2018_192
C.FUENTE CARRANTONA;Arroyo Fontarrón-Encomienda de Palacios;Arroyo Fontarrón;21/05/2018;28/05/2018;40,397901;-3,637475;2018_193
C.FUENTE CARRANTONA;Arroyo Fontarrón-Encomienda de Palacios;Encomienda de Palacios;21/05/2018;28/05/2018;40,397901;-3,63748;2018_194
Avd.PABLO NERUDA;Av de la Albufera-Av de los Andaluces;Av de la Albufera;21/05/2018;28/05/2018;40,3919187;-3,6419009;2018_195
Avd.PABLO NERUDA;Av de la Albufera-Av de los Andaluces;Av de los Andaluces;21/05/2018;28/05/2018;40,3916693;-3,6417957;2018_196
Avd.PABLO NERUDA;Av de los Andaluces-Magrat de Mar;Av de los Andaluces;21/05/2018;28/05/2018;40,3924262;-3,6416304;2018_197
Avd.PABLO NERUDA;Av de los Andaluces-Magrat de Mar;Magrat de Mar;21/05/2018;28/05/2018;40,3921984;-3,6412746;2018_198
Avd.PABLO NERUDA;Magrat de Mar-Av de Miguel Hernández;Magrat de Mar;21/05/2018;28/05/2018;40,3924624;-3,6410268;2018_199
Avd.PABLO NERUDA;Magrat de Mar-Av de Miguel Hernández;Av de Miguel Hernández;21/05/2018;28/05/2018;40,3929697;-3,6405971;2018_200
C.GARCÍA DE PAREDES;Miguel Ángel-Zurbano;Zurbano;29/05/2018;05/06/2018;40,437021;-3,692157;2018_201
C.GARCÍA DE PAREDES;Alonso Cano-Virtudes;Virtudes;29/05/2018;05/06/2018;40,436978;-3,698324;2018_202
C.MOREJA;Salvador Martínez-Dúrcal;Salvador Martínez;05/06/2018;12/06/2018;40,368402;-3,698097;2018_203_204
C.MOREJA;Salvador Martínez-Dúrcal;Dúrcal;05/06/2018;12/06/2018;40,368529;-3,698334;2018_205_206
C.MOREJA;Salvador Martínez-Dúrcal;Dúrcal;05/06/2018;12/06/2018;40,368529;-3,698334;2018_207_208
Avd.ORCASUR;Orjiva-Lanjarón;Lanjarón;05/06/2018;12/06/2018;40,366539;-3,701776;2018_209_210
Avd. TALGO;Clínica IVI-Ctra. De Húmera;Clínica IVI;04/04/2018;11/04/2018;40,447187;-3,778544;2018_20
Avd.ORCASUR;Orjiva-Lanjarón;Lanjarón;05/06/2018;12/06/2018;40,366539;-3,701776;2018_211_212
Avd.ORCASUR;Sacromonte-Nivar;Nivar;05/06/2018;12/06/2018;40,370024;-3,700906;2018_213_214
Avd.ORCASUR;Sacromonte-Nivar;Nivar;06/06/2018;13/06/2018;40,370024;-3,700906;2018_215_216
Avd.ORCASUR;Salvador Martínez-Fernando Ortíz;Fernando Ortíz;06/06/2018;13/06/2018;40,367399;-3,699999;2018_217_218
C.CONÍFERAS;Tuya-Alerce;Tuya;06/06/2018;13/06/2018;40,367166;-3,695719;2018_219_220
Avd. TALGO;Clínica IVI-Ctra. De Húmera;Ctra. De Húmera;04/04/2018;11/04/2018;40,44717;-3,778765;2018_21
C.CONÍFERAS;Tuya-Alerce;Alerce;06/06/2018;13/06/2018;40,367012;-3,696004;2018_221_222
Avd.ANDALUCES;Antonio Mairena-Luis Marín;Antonio Mairena;06/06/2018;13/06/2018;40,390677;-3,639797;2018_223
Avd.ANDALUCES;Antonio Mairena-Luis Marín;Luis Marín;06/06/2018;13/06/2018;40,390586;-3,639693;2018_224
Avd.ANDALUCES;Rafael Fernández Hijicos-San Claudio;Rafael Fernández Hijicos;06/06/2018;13/06/2018;40,389455;-3,636128;2018_225
Avd.ANDALUCES;Rafael Fernández Hijicos-San Claudio;San Claudio;06/06/2018;13/06/2018;40,389407;-3,635923;2018_226
C.CAMPAÑA;Heroismo-Armas;Armas;14/06/2018;21/06/2018;40,531204;-3,780286;2018_227_228
C.FORTALEZA;Regimiento-Muralla;Muralla;07/06/2018;14/06/2018;40,532177;-3,780084;2018_229_230
C.ALMENAS;Campaña-Muralla;Muralla;07/06/2018;14/06/2018;40,531251;-3,781513;2018_231_232
C.REGIMIENTO;Heroismo-Armas;Heroismo;07/06/2018;14/06/2018;40,532932;-3,780947;2018_233_234
C.REGIMIENTO;Heroismo-Armas;Armas;07/06/2018;14/06/2018;40,533082;-3,781068;2018_235_236
C.ESCUADRÓN;Heroismo-Armas;Heroismo;07/06/2018;14/06/2018;40,535485;-3,782446;2018_237_238
C.BATALLÓN;Armas-Almenas;Almenas;07/06/2018;14/06/2018;40,534292;-3,78225;2018_239_240
Ronda DEL SUR;Sta. Rafela Mª del Sagrado Corazón-Belmez;Sta. Rafela Mª del Sagrado Corazón;18/06/2018;25/06/2018;40,378214;-3,673083;2018_241_242
Ronda DEL SUR;Sta. Rafela Mª del Sagrado Corazón-Belmez;Belmez;02/07/2018;09/07/2018;40,378309;-3,673676;2018_243_244
C. VIZCONDE DE ARLESSÓN;Av de Entrevías-Puerto de Balbarán;Puerto de Balbarán;18/06/2018;25/06/2018;40,382348;-3,668957;2018_245_246
C. CANDILEJAS;Morena Clara-Hermanos Trueba;Morena Clara;18/06/2018;25/06/2018;40,3846;-3,662463;2018_247_248
C. CANDILEJAS;Morena Clara-Hermanos Trueba;Hermanos Trueba;18/06/2018;25/06/2018;40,384234;-3,662436;2018_249_250
C. PAYASO FOFÓ;Javier de Miguel-Sierra Bermeja;Javier de Miguel;19/06/2018;26/06/2018;40,388548;-3,6606;2018_251_252
C. PAYASO FOFÓ;Javier de Miguel-Sierra Bermeja;Sierra Bermeja;19/06/2018;26/06/2018;40,388773;-3,660728;2018_253_254
C. PAYASO FOFÓ;Sierra de la Loba-Peña Trevinca;Sierra de la Loba;29/06/2018;06/07/2018;40,392567;-3,659416;2018_255_256
C. PAYASO FOFÓ;Sierra de la Loba-Peña Trevinca;Peña Trevinca;19/06/2018;26/06/2018;40,391645;-3,660294;2018_257_258
C. JOSEFA DÍAZ;Doloores Folgueras-Av de la Albufera;Doloores Folgueras;19/06/2018;26/06/2018;40,393892;-3,658309;2018_259_260
C. JOSEFA DÍAZ;Doloores Folgueras-Av de la Albufera;Av de la Albufera;19/06/2018;26/06/2018;40,393892;-3,65831;2018_261_262
Cº VALDERRIBAS;Enrique Velasco-Almonacid;Enrique Velasco;19/06/2018;26/06/2018;40,396572;-3,658526;2018_263_264
Cº VALDERRIBAS;Enrique Velasco-Almonacid;Almonacid;19/06/2018;26/06/2018;40,396333;-3,658629;2018_265_266
C. ARIEL;Meneses-Eros;Meneses;26/06/2018;03/07/2018;40,392269;-3,680954;2018_267_268
C. ARIEL;Meneses-Eros;Eros;20/06/2018;27/06/2018;40,392643;-3,680172;2018_269_270
C. EROS;Estrella Hadar-Av del Planetario;Estrella Hadar;03/07/2018;10/07/2018;40,394727;-3,681187;2018_271_272
